,Alpha,Alpha,Alpha,Beta,Beta,Beta
,da,ap,ap type,da,ap,ap type
set 1,0.47873031839440183,0.20042779945962164,0.34645869186870204,0.7358331891085117,0.6012711155711659,0.6713471009277622
set 2,0.32457890398619826,0.10546102097348642,0.22133811338641152,0.6659649794675937,0.5606876193783643,0.6161748221533361
set 3,0.4424112220645643,0.11323806956052851,0.2683444866305522,0.7258191920573851,0.5831799518618151,0.6487837599639618
set 4,0.5188960820633552,0.21564885496183206,0.36186277238392484,0.7596263940518174,0.6058944482522276,0.6802315233906053
set 5,0.5850367947669622,0.28408551068883614,0.43817887185206517,0.7892591655588306,0.6489158716392023,0.719561268530595
mean,0.46993066425509633,0.18377225112886095,0.32723658722433113,0.7353005840488277,0.599989801340555,0.667219694993252
