,Alpha kvret,Alpha kvret,Alpha kvret,Alpha babl,Alpha babl,Alpha babl,Alpha scose,Alpha scose,Alpha scose,Alpha cabnc,Alpha cabnc,Alpha cabnc,Beta kvret,Beta kvret,Beta kvret,Beta babl,Beta babl,Beta babl,Beta scose,Beta scose,Beta scose,Beta cabnc,Beta cabnc,Beta cabnc
,da,ap,ap type,da,ap,ap type,da,ap,ap type,da,ap,ap type,da,ap,ap type,da,ap,ap type,da,ap,ap type,da,ap,ap type
min,0.3709739368998627,0.1785714285714286,0.2799481191953957,0.18356091268958766,0.01098901098901095,0.09657402552001383,0.056845594344014816,-0.018428709990300884,0.02163984987130152,0.0381091269295325,0.03378378378378377,0.03596651487470348,0.6812999315423134,0.5909090909090908,0.6381561301640462,0.5851526410471981,0.5260416666666667,0.5686014289529917,0.5433362866921405,0.5017182130584192,0.5266767040611344,0.5564627274471834,0.4901960784313726,0.5252760237805103
max,0.8511931509117139,0.611764705882353,0.7312581063553827,0.6049030029231997,0.35,0.4075182569136837,0.4994567745148834,0.20152423788105944,0.3428419162504356,0.4152116785967631,0.29032258064516137,0.2842262949699225,0.9191062084570782,0.7894736842105263,0.8540896447308194,0.7945099316826599,0.6614583333333335,0.6880515354747618,0.7431474872085024,0.6128453534266236,0.6728375617544755,0.6938809094981673,0.6799999999999999,0.6578198322947919
mean,0.6898880574522935,0.334229972966968,0.511811610355033,0.42257944262680214,0.11681924123405756,0.2756483765883192,0.2862122173828662,0.07372965750639929,0.17434690491365884,0.23292128867839423,0.12213290011176318,0.17918790185522865,0.8419633481259359,0.6686079293734796,0.7536217056726672,0.7016278126410299,0.5719374658141423,0.6376629716051705,0.6491477082022492,0.5545726205281925,0.5986720837408204,0.619631416821027,0.5558811316077465,0.5898471969598396
std,0.20550700065400232,0.1687857885283813,0.17248590478737127,0.15261790646729406,0.1425362766287059,0.11369553566512576,0.16834632185521717,0.09601354616441136,0.1174366130987363,0.14628935847920607,0.09849002066417883,0.10586102275236704,0.10190824097243434,0.08067913917595174,0.08405031708765741,0.07607942826624779,0.05356674413736814,0.04524184708700866,0.07946366970132417,0.04855777507569564,0.056091116481886555,0.05333833306126909,0.07228429305323744,0.05089901491965266
