,kvret,kvret,kvret,kvret,babl,babl,babl,babl,scose,scose,scose,scose,cabnc,cabnc,cabnc,cabnc
,da,ap,ap type,all,da,ap,ap type,all,da,ap,ap type,all,da,ap,ap type,all
min,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0
max,7.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0
mean,5.066666666666666,5.266666666666667,4.866666666666666,5.066666666666666,4.533333333333333,4.133333333333334,4.533333333333333,4.4,4.0,3.933333333333333,3.6666666666666665,3.8666666666666667,4.133333333333334,4.0,3.8,3.977777777777778
std,1.0327955589886444,1.0997835284835873,0.9904304018720249,1.031327476428493,0.9904304018720251,0.990430401872025,0.9154754164341268,0.9629500128629354,1.309307341415954,1.162919151265879,0.9759000729485332,1.1401754250991378,0.6399404734221844,0.8451542547285165,0.6761234037828132,0.7226494462892933
